_id,id_uec_order,seat_name_mm,seat_name_en,hluttaw_type_mm,hluttaw_type_en,election_date
5f3f901a97d7fe284063afc5,100001,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Kachin Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afc6,100002,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kachin Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afc9,100005,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Kachin Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afc8,100004,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Kachin Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afc7,100003,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kachin Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afca,100006,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Kachin Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afcb,100007,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Kachin Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afcc,100008,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Kachin Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afcd,100009,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Kachin Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afce,100010,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Kachin Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afcf,100011,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kachin Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd0,100012,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kachin Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd1,100013,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,Kayah Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd2,100014,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,Kayah Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd3,100015,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,Kayah Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd4,100016,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,Kayah Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd5,100017,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,Kayah Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd6,100018,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,Kayah Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd7,100019,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,Kayah Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd8,100020,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,Kayah Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afd9,100021,ကယားပြည်နယ် မဲဆန္ဒနယ် ၉,Kayah Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afda,100022,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,Kayah Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afdb,100023,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kayah Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afdc,100024,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayah Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afdd,100025,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Kayin Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afde,100026,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kayin Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afdf,100027,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kayin Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe0,100028,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Kayin Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe1,100029,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Kayin Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe2,100030,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Kayin Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe3,100031,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Kayin Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe4,100032,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Kayin Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe5,100033,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Kayin Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe6,100034,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Kayin Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe7,100035,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kayin Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe8,100036,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayin Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afe9,100037,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁,Chin Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afea,100038,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၂,Chin Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afeb,100039,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၃,Chin Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afec,100040,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၄,Chin Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afed,100041,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၅,Chin Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afee,100042,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၆,Chin Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afef,100043,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၇,Chin Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff0,100044,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၈,Chin Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff1,100045,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၉,Chin Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff2,100046,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,Chin Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff3,100047,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Chin Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff4,100048,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Chin Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff5,100049,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Sagaing Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff6,100050,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Sagaing Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff7,100051,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Sagaing Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff8,100052,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Sagaing Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063aff9,100053,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Sagaing Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063affa,100054,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Sagaing Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063affb,100055,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Sagaing Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063affc,100056,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Sagaing Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063affd,100057,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Sagaing Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063affe,100058,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Sagaing Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063afff,100059,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Sagaing Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b000,100060,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Sagaing Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b001,100061,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Tanintharyi Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b002,100062,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Tanintharyi Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b003,100063,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Tanintharyi Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b004,100064,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Tanintharyi Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b005,100065,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Tanintharyi Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b006,100066,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Tanintharyi Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b007,100067,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Tanintharyi Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b008,100068,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Tanintharyi Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b009,100069,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Tanintharyi Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00a,100070,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Tanintharyi Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00b,100071,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Tanintharyi Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00c,100072,တနင်္သာရီတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Tanintharyi Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00d,100073,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Bago Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00e,100074,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Bago Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b00f,100075,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Bago Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b010,100076,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Bago Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b011,100077,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Bago Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b012,100078,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Bago Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b013,100079,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Bago Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b014,100080,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Bago Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b015,100081,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Bago Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b016,100082,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Bago Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b017,100083,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Bago Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b018,100084,ပဲခူးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Bago Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b019,100085,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Magway Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01a,100086,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Magway Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01b,100087,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Magway Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01c,100088,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Magway Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01d,100089,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Magway Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01e,100090,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Magway Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b01f,100091,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Magway Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b020,100092,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Magway Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b021,100093,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Magway Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b022,100094,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Magway Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b023,100095,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Magway Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b024,100096,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Magway Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b025,100097,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Mandalay Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b026,100098,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Mandalay Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b027,100099,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Mandalay Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b028,100100,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Mandalay Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b029,100101,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Mandalay Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02a,100102,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Mandalay Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02b,100103,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Mandalay Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02c,100104,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Mandalay Constituency 8,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02d,100105,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Mandalay Constituency 9,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02e,100106,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Mandalay Constituency 10,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b02f,100107,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Mandalay Constituency 11,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b030,100108,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Mandalay Constituency 12,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b031,100109,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b032,100110,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၂,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b033,100111,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၃,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901a97d7fe284063b034,100112,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၄,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b035,100113,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b036,100114,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b037,100115,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၇,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b038,100116,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b039,100117,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၉,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03a,100118,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03b,100119,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03c,100120,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Mon Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03d,100121,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Rakhine Constituency 1,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03e,100122,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Rakhine Constituency 2,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b03f,100123,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Rakhine Constituency 3,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b040,100124,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Rakhine Constituency 4,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b041,100125,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Rakhine Constituency 5,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b042,100126,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Rakhine Constituency 6,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
5f3f901b97d7fe284063b043,100127,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Rakhine Constituency 7,အမျိုးသားလွှတ်တော်,House of Nationalities,2010-11-07T00:00:00.000Z
