_id,seat_id,candidate_id,uec_party_id,valid_ps_votes,valid_adv_votes,election_date
5f3f936c49e03c1a04ed86bf,5f3f901b97d7fe284063b46b,5f3f90ccdf8e3c1f74099865,5f3f9035c749de0ddc9de04c,26908,3443,2012
5f3f936c49e03c1a04ed86c0,5f3f901b97d7fe284063b46b,5f3f90ccdf8e3c1f74099866,5f3f9035c749de0ddc9de052,3218,101,2012
5f3f936c49e03c1a04ed86c1,5f3f901b97d7fe284063b46b,5f3f90ccdf8e3c1f74099867,5f3f9035c749de0ddc9de05b,78956,1982,2012
5f3f936c49e03c1a04ed86c2,5f3f901b97d7fe284063b46c,5f3f90ccdf8e3c1f74099868,5f3f9035c749de0ddc9de04c,10964,938,2012
5f3f936c49e03c1a04ed86c3,5f3f901b97d7fe284063b46c,5f3f90ccdf8e3c1f74099869,5f3f9035c749de0ddc9de05b,30387,1023,2012
5f3f936c49e03c1a04ed86c4,5f3f901b97d7fe284063b46c,5f3f90ccdf8e3c1f7409986a,5f3f9035c749de0ddc9de02e,2516,136,2012
5f3f936c49e03c1a04ed86c5,5f3f901b97d7fe284063b46c,5f3f90ccdf8e3c1f7409986b,5f3f9035c749de0ddc9de05a,744,18,2012
5f3f936c49e03c1a04ed86c6,5f3f901b97d7fe284063b46d,5f3f90ccdf8e3c1f7409986c,5f3f9035c749de0ddc9de05b,54527,1235,2012
5f3f936c49e03c1a04ed86c7,5f3f901b97d7fe284063b46d,5f3f90ccdf8e3c1f7409986d,5f3f9035c749de0ddc9de052,1388,63,2012
5f3f936c49e03c1a04ed86c8,5f3f901b97d7fe284063b46d,5f3f90ccdf8e3c1f7409986e,5f3f9035c749de0ddc9de02e,2627,152,2012
5f3f936c49e03c1a04ed86c9,5f3f901b97d7fe284063b46d,5f3f90ccdf8e3c1f7409986f,5f3f9035c749de0ddc9de04c,9425,445,2012
5f3f936c49e03c1a04ed86ca,5f3f901b97d7fe284063b46a,5f3f90ccdf8e3c1f74099870,5f3f9035c749de0ddc9de04c,9114,437,2012
5f3f936c49e03c1a04ed86cb,5f3f901b97d7fe284063b46a,5f3f90ccdf8e3c1f74099871,5f3f9035c749de0ddc9de05b,36416,652,2012
5f3f936c49e03c1a04ed86cc,5f3f901b97d7fe284063b46a,5f3f90ccdf8e3c1f74099872,5f3f9035c749de0ddc9de02e,1991,63,2012
5f3f936c49e03c1a04ed86cd,5f3f901b97d7fe284063b470,5f3f90ccdf8e3c1f74099873,5f3f9035c749de0ddc9de04c,30612,2181,2012
5f3f936d49e03c1a04ed86ce,5f3f901b97d7fe284063b470,5f3f90ccdf8e3c1f74099874,5f3f9035c749de0ddc9de05b,108681,1525,2012
5f3f936d49e03c1a04ed86cf,5f3f901b97d7fe284063b46f,5f3f90ccdf8e3c1f74099875,5f3f9035c749de0ddc9de03f,1538,25,2012
5f3f936d49e03c1a04ed86d0,5f3f901b97d7fe284063b46f,5f3f90ccdf8e3c1f74099876,5f3f9035c749de0ddc9de02e,1458,41,2012
5f3f936d49e03c1a04ed86d1,5f3f901b97d7fe284063b46f,5f3f90ccdf8e3c1f74099876,5f3f9035c749de0ddc9de04c,20869,837,2012
5f3f936d49e03c1a04ed86d2,5f3f901b97d7fe284063b46f,5f3f90ccdf8e3c1f74099878,5f3f9035c749de0ddc9de05b,55336,537,2012
5f3f936d49e03c1a04ed86d3,5f3f901b97d7fe284063b46e,5f3f90ccdf8e3c1f74099879,5f3f9035c749de0ddc9de052,2570,123,2012
5f3f936d49e03c1a04ed86d4,5f3f901b97d7fe284063b46e,5f3f90ccdf8e3c1f7409987a,5f3f9035c749de0ddc9de05b,95885,1725,2012
5f3f936f49e03c1a04ed86d5,5f3f901b97d7fe284063b46e,5f3f90ccdf8e3c1f7409987b,5f3f9035c749de0ddc9de02e,3827,143,2012
5f3f936f49e03c1a04ed86d6,5f3f901b97d7fe284063b46e,5f3f90ccdf8e3c1f7409987c,5f3f9035c749de0ddc9de04c,29815,3038,2012
5f3f936f49e03c1a04ed86d7,5f3f901b97d7fe284063b472,5f3f90ccdf8e3c1f7409987d,5f3f9035c749de0ddc9de04c,25428,2010,2012
5f3f936f49e03c1a04ed86d8,5f3f901b97d7fe284063b472,5f3f90ccdf8e3c1f7409987e,5f3f9035c749de0ddc9de05b,75065,1957,2012
5f3f936f49e03c1a04ed86d9,5f3f901b97d7fe284063b471,5f3f90ccdf8e3c1f7409987f,5f3f9035c749de0ddc9de05b,71352,2135,2012
5f3f936f49e03c1a04ed86da,5f3f901b97d7fe284063b471,5f3f90ccdf8e3c1f74099880,5f3f9035c749de0ddc9de04c,29833,3660,2012
5f3f936f49e03c1a04ed86db,5f3f901b97d7fe284063b471,5f3f90ccdf8e3c1f74099881,5f3f9035c749de0ddc9de02c,3162,127,2012
5f3f936f49e03c1a04ed86dc,5f3f901b97d7fe284063b47b,5f3f90ccdf8e3c1f74099882,5f3f9035c749de0ddc9de05b,23285,278,2012
5f3f936f49e03c1a04ed86dd,5f3f901b97d7fe284063b47b,5f3f90ccdf8e3c1f74099883,5f3f9035c749de0ddc9de04c,17796,571,2012
5f3f936f49e03c1a04ed86de,5f3f901b97d7fe284063b47c,5f3f90ccdf8e3c1f74099884,5f3f9035c749de0ddc9de05b,7491,190,2012
5f3f936f49e03c1a04ed86df,5f3f901b97d7fe284063b47c,5f3f90ccdf8e3c1f74099885,5f3f9035c749de0ddc9de04c,4245,186,2012
5f3f936f49e03c1a04ed86e0,5f3f901b97d7fe284063b479,5f3f90ccdf8e3c1f74099886,5f3f9035c749de0ddc9de05b,23651,651,2012
5f3f936f49e03c1a04ed86e1,5f3f901b97d7fe284063b479,5f3f90ccdf8e3c1f74099887,5f3f9035c749de0ddc9de02c,557,13,2012
5f3f936f49e03c1a04ed86e2,5f3f901b97d7fe284063b479,5f3f90ccdf8e3c1f74099888,5f3f9035c749de0ddc9de04c,19170,2169,2012
5f3f936f49e03c1a04ed86e3,5f3f901b97d7fe284063b47a,5f3f90ccdf8e3c1f74099889,5f3f9035c749de0ddc9de02e,1242,26,2012
5f3f936f49e03c1a04ed86e4,5f3f901b97d7fe284063b47a,5f3f90ccdf8e3c1f7409988a,5f3f9035c749de0ddc9de05b,15178,168,2012
5f3f936f49e03c1a04ed86e5,5f3f901b97d7fe284063b47a,5f3f90ccdf8e3c1f7409988b,5f3f9035c749de0ddc9de04c,9092,818,2012
5f3f936f49e03c1a04ed86e6,5f3f901b97d7fe284063b475,5f3f90ccdf8e3c1f7409988c,5f3f9035c749de0ddc9de05b,37337,709,2012
5f3f936f49e03c1a04ed86e7,5f3f901b97d7fe284063b475,5f3f90ccdf8e3c1f7409988d,5f3f9035c749de0ddc9de05a,569,7,2012
5f3f936f49e03c1a04ed86e8,5f3f901b97d7fe284063b475,5f3f90ccdf8e3c1f7409988e,5f3f9035c749de0ddc9de052,1105,28,2012
5f3f936f49e03c1a04ed86e9,5f3f901b97d7fe284063b475,5f3f90ccdf8e3c1f7409988f,5f3f9035c749de0ddc9de04c,20487,827,2012
5f3f936f49e03c1a04ed86ea,5f3f901b97d7fe284063b477,5f3f90ccdf8e3c1f74099890,5f3f9035c749de0ddc9de05b,85910,1587,2012
5f3f936f49e03c1a04ed86eb,5f3f901b97d7fe284063b477,5f3f90ccdf8e3c1f74099891,5f3f9035c749de0ddc9de04c,34053,1756,2012
5f3f936f49e03c1a04ed86ec,5f3f901b97d7fe284063b476,5f3f90ccdf8e3c1f74099892,5f3f9035c749de0ddc9de04c,23452,896,2012
5f3f936f49e03c1a04ed86ed,5f3f901b97d7fe284063b476,5f3f90ccdf8e3c1f74099893,5f3f9035c749de0ddc9de05b,44703,859,2012
5f3f936f49e03c1a04ed86ee,5f3f901b97d7fe284063b476,5f3f90ccdf8e3c1f74099894,5f3f9035c749de0ddc9de02e,1695,54,2012
5f3f936f49e03c1a04ed86ef,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f74099895,5f3f9035c749de0ddc9de02c,76,false,2012
5f3f936f49e03c1a04ed86f0,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f74099896,5f3f9035c749de0ddc9de02c,191,true,2012
5f3f936f49e03c1a04ed86f1,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f74099897,5f3f9035c749de0ddc9de02c,106,false,2012
5f3f936f49e03c1a04ed86f2,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f74099898,5f3f9035c749de0ddc9de02e,1171,4,2012
5f3f936f49e03c1a04ed86f3,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f74099899,5f3f9035c749de0ddc9de052,405,2,2012
5f3f936f49e03c1a04ed86f4,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f7409989a,5f3f9035c749de0ddc9de044,428,2,2012
5f3f936f49e03c1a04ed86f5,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f7409989b,5f3f9035c749de0ddc9de04c,6785,75,2012
5f3f936f49e03c1a04ed86f6,5f3f901b97d7fe284063b473,5f3f90ccdf8e3c1f7409989c,5f3f9035c749de0ddc9de05b,78436,228,2012
5f3f936f49e03c1a04ed86f7,5f3f901b97d7fe284063b478,5f3f90ccdf8e3c1f7409989d,5f3f9035c749de0ddc9de02c,6378,224,2012
5f3f936f49e03c1a04ed86f8,5f3f901b97d7fe284063b478,5f3f90ccdf8e3c1f7409987b,5f3f9035c749de0ddc9de04c,48067,4356,2012
5f3f936f49e03c1a04ed86f9,5f3f901b97d7fe284063b478,5f3f90ccdf8e3c1f7409989f,5f3f9035c749de0ddc9de03f,2650,133,2012
5f3f936f49e03c1a04ed86fa,5f3f901b97d7fe284063b478,5f3f90ccdf8e3c1f740998a0,5f3f9035c749de0ddc9de05b,62098,2038,2012
5f3f936f49e03c1a04ed86fb,5f3f901b97d7fe284063b474,5f3f90ccdf8e3c1f740998a1,5f3f9035c749de0ddc9de05b,54327,437,2012
5f3f936f49e03c1a04ed86fc,5f3f901b97d7fe284063b474,5f3f90ccdf8e3c1f740998a2,5f3f9035c749de0ddc9de04c,34151,1026,2012
5f3f936f49e03c1a04ed86fd,5f3f901b97d7fe284063b47d,5f3f90ccdf8e3c1f740998a3,5f3f9035c749de0ddc9de05b,71480,758,2012
5f3f936f49e03c1a04ed86fe,5f3f901b97d7fe284063b47d,5f3f90ccdf8e3c1f740998a4,5f3f9035c749de0ddc9de04c,19648,1257,2012
5f3f936f49e03c1a04ed86ff,5f3f901b97d7fe284063b47d,5f3f90ccdf8e3c1f740998a6,5f3f9035c749de0ddc9de02e,2082,78,2012
5f3f936f49e03c1a04ed8700,5f3f901b97d7fe284063b47d,5f3f90ccdf8e3c1f740998a5,5f3f9035c749de0ddc9de039,4824,108,2012
5f3f936f49e03c1a04ed8701,5f3f901b97d7fe284063b482,5f3f90ccdf8e3c1f740998a7,5f3f9035c749de0ddc9de04c,9172,348,2012
5f3f936f49e03c1a04ed8702,5f3f901b97d7fe284063b482,5f3f90ccdf8e3c1f740998a8,5f3f9035c749de0ddc9de05a,397,14,2012
5f3f936f49e03c1a04ed8703,5f3f901b97d7fe284063b482,5f3f90ccdf8e3c1f740998a9,5f3f9035c749de0ddc9de05b,55902,933,2012
5f3f936f49e03c1a04ed8704,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998aa,5f3f9035c749de0ddc9de052,490,18,2012
5f3f936f49e03c1a04ed8705,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998ab,5f3f9035c749de0ddc9de05e,185,true,2012
5f3f936f49e03c1a04ed8706,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998ac,5f3f9035c749de0ddc9de079,166,false,2012
5f3f936f49e03c1a04ed8707,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998ad,5f3f9035c749de0ddc9de05b,36126,159,2012
5f3f936f49e03c1a04ed8708,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998ae,5f3f9035c749de0ddc9de02e,497,8,2012
5f3f936f49e03c1a04ed8709,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998af,5f3f9035c749de0ddc9de058,225,true,2012
5f3f936f49e03c1a04ed870a,5f3f901b97d7fe284063b480,5f3f90ccdf8e3c1f740998b0,5f3f9035c749de0ddc9de04c,10365,343,2012
5f3f936f49e03c1a04ed870b,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b1,5f3f9035c749de0ddc9de052,1162,43,2012
5f3f936f49e03c1a04ed870c,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b2,5f3f9035c749de0ddc9de02c,1243,28,2012
5f3f936f49e03c1a04ed870d,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b4,5f3f9035c749de0ddc9de04c,14475,726,2012
5f3f936f49e03c1a04ed870e,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b3,5f3f9035c749de0ddc9de05b,60216,784,2012
5f3f936f49e03c1a04ed870f,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b5,5f3f9035c749de0ddc9de058,414,8,2012
5f3f936f49e03c1a04ed8710,5f3f901b97d7fe284063b483,5f3f90ccdf8e3c1f740998b6,5f3f9035c749de0ddc9de05e,149,6,2012
5f3f936f49e03c1a04ed8711,5f3f901b97d7fe284063b47f,5f3f90ccdf8e3c1f740998b7,5f3f9035c749de0ddc9de05e,140,true,2012
5f3f936f49e03c1a04ed8712,5f3f901b97d7fe284063b47f,5f3f90ccdf8e3c1f740998b8,5f3f9035c749de0ddc9de058,765,12,2012
5f3f936f49e03c1a04ed8713,5f3f901b97d7fe284063b47f,5f3f90ccdf8e3c1f740998b9,5f3f9035c749de0ddc9de05b,55819,710,2012
5f3f936f49e03c1a04ed8714,5f3f901b97d7fe284063b47f,5f3f90ccdf8e3c1f740998ba,5f3f9035c749de0ddc9de04c,5977,285,2012
5f3f936f49e03c1a04ed8715,5f3f901b97d7fe284063b47f,5f3f90ccdf8e3c1f740998bb,5f3f9035c749de0ddc9de032,798,15,2012
5f3f936f49e03c1a04ed8716,5f3f901b97d7fe284063b47e,5f3f90ccdf8e3c1f740998bc,5f3f9035c749de0ddc9de079,1147,32,2012
5f3f936f49e03c1a04ed8717,5f3f901b97d7fe284063b47e,5f3f90ccdf8e3c1f740998bd,5f3f9035c749de0ddc9de05b,63600,1110,2012
5f3f936f49e03c1a04ed8718,5f3f901b97d7fe284063b47e,5f3f90ccdf8e3c1f740998be,5f3f9035c749de0ddc9de04c,32252,2230,2012
5f3f936f49e03c1a04ed8719,5f3f901b97d7fe284063b481,5f3f90ccdf8e3c1f740998bf,5f3f9035c749de0ddc9de052,1612,68,2012
5f3f936f49e03c1a04ed871a,5f3f901b97d7fe284063b481,5f3f90ccdf8e3c1f740998c0,5f3f9035c749de0ddc9de05b,44889,841,2012
5f3f936f49e03c1a04ed871b,5f3f901b97d7fe284063b481,5f3f90ccdf8e3c1f740998c1,5f3f9035c749de0ddc9de04c,18005,732,2012
5f3f936f49e03c1a04ed871c,5f3f901b97d7fe284063b481,5f3f90ccdf8e3c1f740998c2,5f3f9035c749de0ddc9de079,914,18,2012
5f3f936f49e03c1a04ed871d,5f3f901b97d7fe284063b484,5f3f90ccdf8e3c1f740998c3,5f3f9035c749de0ddc9de031,10258,46,2012
5f3f937249e03c1a04ed871e,5f3f901b97d7fe284063b484,5f3f90ccdf8e3c1f740998c4,5f3f9035c749de0ddc9de03b,607,18,2012
5f3f937249e03c1a04ed871f,5f3f901b97d7fe284063b484,5f3f90ccdf8e3c1f740998c5,5f3f9035c749de0ddc9de04c,17905,1419,2012
5f3f937249e03c1a04ed8720,5f3f901b97d7fe284063b484,5f3f90ccdf8e3c1f740998c6,5f3f9035c749de0ddc9de02e,1711,42,2012
5f3f937249e03c1a04ed8721,5f3f901b97d7fe284063b484,5f3f90ccdf8e3c1f740998c7,5f3f9035c749de0ddc9de05b,43940,629,2012
5f3f937249e03c1a04ed8722,5f3f901b97d7fe284063b485,5f3f90ccdf8e3c1f7409986a,5f3f9035c749de0ddc9de052,3388,140,2012
5f3f937249e03c1a04ed8723,5f3f901b97d7fe284063b485,5f3f90ccdf8e3c1f740998ae,5f3f9035c749de0ddc9de05b,109326,1627,2012
5f3f937249e03c1a04ed8724,5f3f901b97d7fe284063b485,5f3f90ccdf8e3c1f740998ca,5f3f9035c749de0ddc9de04c,34645,2604,2012
5f3f937249e03c1a04ed8725,5f3f901b97d7fe284063b489,5f3f90ccdf8e3c1f740998cb,5f3f9035c749de0ddc9de052,3858,86,2012
5f3f937249e03c1a04ed8726,5f3f901b97d7fe284063b489,5f3f90ccdf8e3c1f740998cc,5f3f9035c749de0ddc9de05b,69015,1637,2012
5f3f937249e03c1a04ed8727,5f3f901b97d7fe284063b489,5f3f90ccdf8e3c1f740998cd,5f3f9035c749de0ddc9de02e,4206,146,2012
5f3f937249e03c1a04ed8728,5f3f901b97d7fe284063b489,5f3f90ccdf8e3c1f740998ce,5f3f9035c749de0ddc9de04c,55558,4722,2012
5f3f937249e03c1a04ed8729,5f3f901b97d7fe284063b487,5f3f90ccdf8e3c1f740998d0,5f3f9035c749de0ddc9de04c,40973,3048,2012
5f3f937249e03c1a04ed872a,5f3f901b97d7fe284063b489,5f3f90ccdf8e3c1f740998cf,5f3f9035c749de0ddc9de043,1183,31,2012
5f3f937249e03c1a04ed872b,5f3f901b97d7fe284063b487,5f3f90ccdf8e3c1f740998d2,5f3f9035c749de0ddc9de052,2148,80,2012
5f3f937249e03c1a04ed872c,5f3f901b97d7fe284063b487,5f3f90ccdf8e3c1f740998d1,5f3f9035c749de0ddc9de05b,80573,1978,2012
5f3f937249e03c1a04ed872d,5f3f901b97d7fe284063b486,5f3f90ccdf8e3c1f740998d3,5f3f9035c749de0ddc9de05b,75231,2610,2012
5f3f937249e03c1a04ed872e,5f3f901b97d7fe284063b486,5f3f90ccdf8e3c1f7409986e,5f3f9035c749de0ddc9de02e,3461,214,2012
5f3f937249e03c1a04ed872f,5f3f901b97d7fe284063b486,5f3f90ccdf8e3c1f740998d5,5f3f9035c749de0ddc9de04c,21605,1796,2012
5f3f937249e03c1a04ed8730,5f3f901b97d7fe284063b488,5f3f90ccdf8e3c1f740998d6,5f3f9035c749de0ddc9de04c,32374,2923,2012
5f3f937249e03c1a04ed8731,5f3f901b97d7fe284063b488,5f3f90ccdf8e3c1f740998d7,5f3f9035c749de0ddc9de05b,79733,2862,2012
5f3f937249e03c1a04ed8732,5f3f901b97d7fe284063b488,5f3f90ccdf8e3c1f740998d8,5f3f9035c749de0ddc9de043,3221,95,2012
5f3f937249e03c1a04ed8733,5f3f901b97d7fe284063b488,5f3f90ccdf8e3c1f740998d9,5f3f9035c749de0ddc9de02e,8707,439,2012
5f3f937249e03c1a04ed8734,5f3f901b97d7fe284063b48a,5f3f90ccdf8e3c1f740998da,5f3f9035c749de0ddc9de02e,2645,117,2012
5f3f937249e03c1a04ed8735,5f3f901b97d7fe284063b48a,5f3f90ccdf8e3c1f740998db,5f3f9035c749de0ddc9de05b,25151,519,2012
5f3f937249e03c1a04ed8736,5f3f901b97d7fe284063b48a,5f3f90ccdf8e3c1f740998dc,5f3f9035c749de0ddc9de04c,9717,444,2012
5f3f937249e03c1a04ed8737,5f3f901b97d7fe284063b48b,5f3f90ccdf8e3c1f740998dd,5f3f9035c749de0ddc9de04c,13964,988,2012
5f3f937249e03c1a04ed8738,5f3f901b97d7fe284063b48b,5f3f90ccdf8e3c1f740998df,5f3f9035c749de0ddc9de02e,738,36,2012
5f3f937249e03c1a04ed8739,5f3f901b97d7fe284063b48b,5f3f90ccdf8e3c1f740998de,5f3f9035c749de0ddc9de05b,25643,735,2012
5f3f937249e03c1a04ed873a,5f3f901b97d7fe284063b930,5f3f90ccdf8e3c1f74099920,5f3f9035c749de0ddc9de08b,511,39,2017
5f3f937249e03c1a04ed873b,5f3f901b97d7fe284063b930,5f3f90ccdf8e3c1f74099921,5f3f9035c749de0ddc9de04c,2424,203,2017
5f3f937249e03c1a04ed873c,5f3f901b97d7fe284063b930,5f3f90ccdf8e3c1f74099922,5f3f9035c749de0ddc9de06c,3351,167,2017
5f3f937249e03c1a04ed873d,5f3f901b97d7fe284063b931,5f3f90ccdf8e3c1f740998a2,5f3f9035c749de0ddc9de05b,17204,897,2017
5f3f937249e03c1a04ed873e,5f3f901b97d7fe284063b937,5f3f90ccdf8e3c1f74099925,5f3f9035c749de0ddc9de047,3199,176,2017
5f3f937249e03c1a04ed873f,5f3f901b97d7fe284063b937,5f3f90ccdf8e3c1f74099924,5f3f9035c749de0ddc9de04c,13237,793,2017
5f3f937249e03c1a04ed8740,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f74099926,5f3f9035c749de0ddc9de03b,1175,51,2017
5f3f937249e03c1a04ed8741,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f74099927,5f3f9035c749de0ddc9de064,3397,245,2017
5f3f937249e03c1a04ed8742,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f74099928,5f3f9035c749de0ddc9de089,2046,270,2017
5f3f937249e03c1a04ed8743,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f7409992a,5f3f9035c749de0ddc9de05b,4518,468,2017
5f3f937249e03c1a04ed8744,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f7409992b,5f3f9035c749de0ddc9de02f,2466,55,2017
5f3f937249e03c1a04ed8745,5f3f901b97d7fe284063b936,5f3f90ccdf8e3c1f74099929,5f3f9035c749de0ddc9de04c,7026,1454,2017
5f3f937249e03c1a04ed8746,5f3f901b97d7fe284063b932,5f3f90ccdf8e3c1f7409992c,5f3f9035c749de0ddc9de064,11542,292,2017
5f3f937249e03c1a04ed8747,5f3f901b97d7fe284063b932,5f3f90ccdf8e3c1f7409992d,5f3f9035c749de0ddc9de05b,652,70,2017
5f3f937249e03c1a04ed8748,5f3f901b97d7fe284063b932,5f3f90ccdf8e3c1f7409992e,5f3f9035c749de0ddc9de04c,877,234,2017
5f3f937249e03c1a04ed8749,5f3f901b97d7fe284063b932,5f3f90ccdf8e3c1f7409992f,5f3f9035c749de0ddc9de03b,335,16,2017
